algorithm,experiment,condition,noise_type,noise_rate_hz,teacher_weight,n_trials,ber_mean,ber_std,ber_median,ber_q25,ber_q75,ber_ci95_low,ber_ci95_high,bit_errors_mean,bit_errors_std,bit_errors_median,bit_errors_q25,bit_errors_q75,bit_errors_ci95_low,bit_errors_ci95_high,ciphertext_byte_accuracy_mean,ciphertext_byte_accuracy_std,ciphertext_byte_accuracy_median,ciphertext_byte_accuracy_q25,ciphertext_byte_accuracy_q75,ciphertext_byte_accuracy_ci95_low,ciphertext_byte_accuracy_ci95_high,exact_ciphertext_recovery_mean,exact_ciphertext_recovery_std,exact_ciphertext_recovery_median,exact_ciphertext_recovery_q25,exact_ciphertext_recovery_q75,exact_ciphertext_recovery_ci95_low,exact_ciphertext_recovery_ci95_high,exact_ciphertext_recovery_wilson95_low,exact_ciphertext_recovery_wilson95_high,decryption_success_mean,decryption_success_std,decryption_success_median,decryption_success_q25,decryption_success_q75,decryption_success_ci95_low,decryption_success_ci95_high,decryption_success_wilson95_low,decryption_success_wilson95_high,exact_plaintext_recovery_mean,exact_plaintext_recovery_std,exact_plaintext_recovery_median,exact_plaintext_recovery_q25,exact_plaintext_recovery_q75,exact_plaintext_recovery_ci95_low,exact_plaintext_recovery_ci95_high,exact_plaintext_recovery_wilson95_low,exact_plaintext_recovery_wilson95_high,decoder_tie_fraction_mean,decoder_tie_fraction_std,decoder_tie_fraction_median,decoder_tie_fraction_q25,decoder_tie_fraction_q75,decoder_tie_fraction_ci95_low,decoder_tie_fraction_ci95_high,victor_purpura_mean_mean,victor_purpura_mean_std,victor_purpura_mean_median,victor_purpura_mean_q25,victor_purpura_mean_q75,victor_purpura_mean_ci95_low,victor_purpura_mean_ci95_high,van_rossum_mean_mean,van_rossum_mean_std,van_rossum_mean_median,van_rossum_mean_q25,van_rossum_mean_q75,van_rossum_mean_ci95_low,van_rossum_mean_ci95_high,simulation_wall_s_mean,simulation_wall_s_std,simulation_wall_s_median,simulation_wall_s_q25,simulation_wall_s_q75,simulation_wall_s_ci95_low,simulation_wall_s_ci95_high,plaintext_byte_accuracy_mean,plaintext_byte_accuracy_std,plaintext_byte_accuracy_median,plaintext_byte_accuracy_q25,plaintext_byte_accuracy_q75,plaintext_byte_accuracy_ci95_low,plaintext_byte_accuracy_ci95_high
AES,teaching_weight_sweep,teacher_assisted_then_off,poisson_excitatory,10.0,1200.0,10,0.04150390625,0.0024468255824174655,0.04150390625,0.040283203125,0.043701171875,0.0400390625,0.04287109375,42.5,2.5055493963954847,42.5,41.25,44.75,40.9,43.8,0.68046875,0.01821055597609072,0.6796875,0.671875,0.6796875,0.6703125,0.69140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,0.0794921875,0.004444283376530211,0.08056640625,0.0751953125,0.082763671875,0.07685546875,0.08212890625,99.31056249999997,0.20670959945523387,99.29124999999996,99.18453124999999,99.43343749999998,99.19199687499997,99.42833593749998,7.566142694770624,0.013284844803046801,7.563909532756012,7.557501358603156,7.572688500023332,7.558899898084389,7.574236337955604,0.6529322766233235,0.005418205882577751,0.6523316759848967,0.6484541236422956,0.6571571645326912,0.6498117083689431,0.6561408489604946,,,,,,,
ChaCha20,teaching_ablation,default_stdp_teacher_off,poisson_excitatory,10.0,1200.0,10,0.08643162393162393,0.00263869423829668,0.08653846153846154,0.08547008547008547,0.08814102564102565,0.08472222222222223,0.08792735042735042,80.9,2.4698178070456938,81.0,80.0,82.5,79.4,82.4,0.5025641025641026,0.01881205016435234,0.5,0.48931623931623935,0.5128205128205128,0.4923076923076922,0.5136752136752136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,0.11271367521367523,0.00494103879113661,0.11324786324786325,0.10817307692307693,0.11672008547008547,0.10982905982905984,0.11570512820512821,89.36149999999998,0.11409867196617324,89.31656249999997,89.28593749999997,89.41390624999997,89.30298437499997,89.43499999999997,7.353245179626039,0.00553850530373188,7.355049265437352,7.348836182409655,7.356479938161547,7.349862948481541,7.356482697893749,0.5976196767063812,0.008819570889821991,0.5927150860661641,0.5911825720686466,0.6044987027999014,0.5928574837977066,0.6029355798050529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ChaCha20,teaching_ablation,es_static_teacher_off,poisson_excitatory,10.0,1200.0,10,0.0023504273504273503,0.0018709295636130624,0.002136752136752137,0.0010683760683760685,0.004006410256410257,0.001282051282051282,0.0034188034188034192,2.2,1.7511900715418263,2.0,1.0,3.75,1.2,3.2,0.9811965811965813,0.014967436508904492,0.9829059829059829,0.967948717948718,0.9914529914529915,0.9726495726495727,0.9897435897435898,0.2,0.42163702135578396,0.0,0.0,0.0,0.0,0.5,0.05668215145437519,0.5098375284633583,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,0.2,0.42163702135578396,0.0,0.0,0.0,0.0,0.5,0.05668215145437519,0.5098375284633583,0.005555555555555556,0.0028843955457715934,0.005876068376068376,0.003205128205128205,0.007211538461538462,0.0038461538461538472,0.007371794871794871,75.67812500000002,0.3885764618021386,75.48156250000002,75.3921875,75.97125000000003,75.46067968750003,75.90482187500002,6.325540798325801,0.020173900129504225,6.316540224639131,6.31274751278433,6.342537211241416,6.314469370253924,6.33824200839022,0.5971242728643119,0.006016949576419534,0.5958624499617144,0.5920944942627102,0.6008121769991703,0.5937514793523587,0.6006771874910919,0.49714285714285716,0.5180890133457369,0.49047619047619045,0.00952380952380949,0.9880952380952381,0.20095238095238094,0.7923809523809524
ChaCha20,teaching_ablation,es_stdp_teacher_off,poisson_excitatory,10.0,1200.0,10,0.01933760683760684,0.00407448496722609,0.0186965811965812,0.01629273504273504,0.023504273504273504,0.017094017094017092,0.021794871794871794,18.1,3.8137179293236207,17.5,15.25,22.0,16.0,20.3,0.8521367521367521,0.029621410212125436,0.8504273504273504,0.8247863247863247,0.8782051282051282,0.835042735042735,0.8692521367521368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,0.04145299145299146,0.004980664882349598,0.0405982905982906,0.03739316239316239,0.045940170940170943,0.03856837606837606,0.04444444444444444,81.17699999999999,0.28813815045911295,81.14781250000003,80.96468749999998,81.26593750000002,81.014665625,81.3498859375,6.642054522931621,0.01754118960509955,6.639147640694556,6.629303909528673,6.647937558742179,6.6327754881320296,6.653199995522337,0.5911096065072343,0.004564963273325955,0.590792111470364,0.5884260802995414,0.5918846427230164,0.5886381305375835,0.5937517284502974,0.09142857142857143,0.27915576574197637,0.0,0.0,0.0071428571428571175,0.0,0.26859523809523794
ChaCha20,teaching_ablation,full_network,poisson_excitatory,10.0,1200.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7213125,0.29525801599100054,139.74843750000002,139.52437500000002,139.83750000000003,139.54928437500004,139.90590625000002,11.28663195275145,0.02388217936616523,11.289923269847606,11.271802280883593,11.295437585748207,11.272761162571905,11.299944751148253,1.1477315146941691,0.009679745431758665,1.1459436010336503,1.1403755296487361,1.1510291004669853,1.1427311454620213,1.1545603944698815,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ChaCha20,teaching_ablation,teacher_assisted_then_off,poisson_excitatory,10.0,1200.0,10,0.029273504273504274,0.0020271010642104997,0.028846153846153848,0.027777777777777776,0.029914529914529916,0.028205128205128206,0.030662393162393158,27.4,1.8973665961010275,27.0,26.0,28.0,26.4,28.5,0.7786324786324786,0.013633602409122977,0.7863247863247863,0.7713675213675213,0.7863247863247863,0.77008547008547,0.7854700854700856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,0.08034188034188035,0.0028400857603101005,0.08066239316239317,0.07932692307692307,0.08199786324786325,0.07852564102564104,0.08194444444444446,89.90981249999997,0.24184961645446348,89.88937499999997,89.71078124999998,89.95671875000001,89.77834999999996,90.06010312499998,7.161585174571623,0.015805920242673507,7.158433866186103,7.148100483388861,7.1675250324505,7.152475673817781,7.171327039303779,0.5959719272563234,0.004930230789164811,0.594816476572305,0.5923876013257541,0.5981695852824487,0.5931923663249472,0.5988818338682177,0.002857142857142847,0.004600437062282346,0.0,0.0,0.0071428571428571175,0.0,0.005714285714285694
ChaCha20,teaching_ablation,teacher_only,poisson_excitatory,10.0,1200.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5900000000001,1.4979556132593925e-14,59.59000000000009,59.59000000000009,59.59000000000009,59.5900000000001,59.5900000000001,5.993762843648478,0.0,5.993762843648478,5.993762843648478,5.993762843648478,5.993762843648478,5.993762843648478,1.1463196800788864,0.00802659071953398,1.1477749064797536,1.141166761983186,1.1507132576662116,1.141425050299149,1.1507104763400275,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ChaCha20,teaching_weight_sweep,teacher_assisted_then_off,poisson_excitatory,10.0,0.0,10,0.02126068376068376,0.002998651628920353,0.021367521367521368,0.018963675213675216,0.023237179487179488,0.01955128205128205,0.023076923076923078,19.9,2.806737924669451,20.0,17.75,21.75,18.2,21.4,0.8435897435897435,0.02056419650440866,0.8418803418803419,0.829059829059829,0.8525641025641025,0.8324786324786324,0.8564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,0.04049145299145299,0.004074484967226089,0.0405982905982906,0.038461538461538464,0.0438034188034188,0.038141025641025644,0.042735042735042736,81.02656250000001,0.28160089992804815,81.05281250000002,80.90906250000002,81.18046874999999,80.846375,81.17694687500004,6.634129619617886,0.01827109873169477,6.638485605226602,6.626381877692058,6.640246399925088,6.622623682707769,6.645123553906895,0.595944507769309,0.004723989219251909,0.5956169191049412,0.592781170096714,0.5982207703054883,0.5933002508216305,0.5988223997323076,0.0876190476190476,0.2570370152543877,0.00952380952380949,0.0023809523809523725,0.00952380952380949,0.003809523809523796,0.25142857142857145
ChaCha20,teaching_weight_sweep,teacher_assisted_then_off,poisson_excitatory,10.0,300.0,10,0.00747863247863248,0.003063506149231705,0.008547008547008548,0.006677350427350427,0.009615384615384616,0.005662393162393162,0.009188034188034188,7.0,2.8674417556808756,8.0,6.25,9.0,5.2,8.502499999999987,0.941025641025641,0.023648439851221763,0.9316239316239316,0.9230769230769231,0.9465811965811965,0.9290384615384616,0.9564102564102563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,0.013034188034188035,0.0028843955457715934,0.01282051282051282,0.011752136752136752,0.014957264957264958,0.011322115384615389,0.014636752136752137,81.71781250000001,0.2015050251820251,81.75781249999999,81.64359375000002,81.78078125000003,81.60202031250002,81.83650937500002,6.699764034369781,0.012107151049276182,6.699613791662002,6.692622339606945,6.703279459941843,6.692893833689975,6.706639263156825,0.5977422575931997,0.0047808315610188504,0.5979911590693519,0.5939354046713561,0.6013934953371063,0.5948933554755058,0.6004807136667659,0.38,0.4910168079291525,0.0,0.0,0.9214285714285715,0.0980952380952381,0.6685714285714285
ChaCha20,teaching_weight_sweep,teacher_assisted_then_off,poisson_excitatory,10.0,600.0,10,0.05181623931623932,0.002530746154478612,0.05181623931623931,0.050213675213675216,0.0531517094017094,0.05042735042735043,0.05331196581196581,48.5,2.3687784005919825,48.5,47.0,49.75,47.1,49.9,0.6128205128205128,0.021716055840637613,0.6111111111111112,0.6068376068376069,0.6239316239316239,0.6008547008547008,0.6247863247863247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7224672001371107,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775327998628892,0.08141025641025641,0.004955135934736776,0.08226495726495726,0.07932692307692307,0.08333333333333333,0.07841880341880342,0.08450854700854701,86.81131249999996,0.28195705106599855,86.86593749999994,86.69765624999997,87.05624999999999,86.64678124999996,86.96875937499998,6.97640725518149,0.01748565906053042,6.9800589145283265,6.965631796897107,6.991794491799259,6.9660398973501625,6.986337893028441,0.5956201949389651,0.005005999002521056,0.5944952735444531,0.5929807195207104,0.5987421761383303,0.5927715866710059,0.5986669685679953,0.004761904761904756,0.00673435029701474,0.0,0.0,0.00952380952380949,0.000952380952380949,0.008571428571428586
