algorithm,noise_type,noise_rate_hz,n_observations,n_payloads,n_models,n_noise_replicates,ber_mean,ber_std,ber_ci95_low,ber_ci95_high,ciphertext_byte_accuracy_mean,ciphertext_byte_accuracy_std,ciphertext_byte_accuracy_ci95_low,ciphertext_byte_accuracy_ci95_high,decoder_tie_fraction_mean,decoder_tie_fraction_std,decoder_tie_fraction_ci95_low,decoder_tie_fraction_ci95_high,victor_purpura_mean_mean,victor_purpura_mean_std,victor_purpura_mean_ci95_low,victor_purpura_mean_ci95_high,van_rossum_mean_mean,van_rossum_mean_std,van_rossum_mean_ci95_low,van_rossum_mean_ci95_high,exact_ciphertext_recovery_rate,exact_ciphertext_recovery_wilson95_low,exact_ciphertext_recovery_wilson95_high,decryption_success_rate,decryption_success_wilson95_low,decryption_success_wilson95_high,exact_plaintext_recovery_rate,exact_plaintext_recovery_wilson95_low,exact_plaintext_recovery_wilson95_high
AES,poisson_inhibitory,100.0,24,4,3,2,0.11678059895833333,0.0058870262028361394,0.11454264322916667,0.119140625,0.3619791666666667,0.04118980978656764,0.3447265625,0.3772786458333333,0.1693115234375,0.008633475780053667,0.16597493489583334,0.17252705891927084,100.39002604166667,0.6811194400013778,100.13280729166667,100.67894335937501,7.648629009601604,0.0280223733510581,7.638285109340447,7.659594335888604,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017
AES,poisson_mixed,5.0,24,4,3,2,0.021443684895833332,0.0027842519933595974,0.0203857421875,0.022502644856770837,0.8391927083333334,0.019263334567264367,0.8317057291666666,0.8466796875,0.041463216145833336,0.0034554208621485937,0.040120442708333336,0.042765299479166664,88.84770833333334,0.45503216212577385,88.673197265625,89.02284309895833,6.921086097808026,0.018082781127429757,6.913831226932903,6.92815247044855,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017
AES,poisson_mixed,10.0,24,4,3,2,0.0191650390625,0.0030990518433420306,0.0179443359375,0.020345052083333332,0.8561197916666666,0.022326078384742508,0.8473307291666666,0.8645833333333334,0.0384521484375,0.0041712555977576945,0.036783854166666664,0.040079752604166664,89.09023437500001,0.34778183033557586,88.95853776041665,89.23119335937501,6.93404371787863,0.01129530426599507,6.929630662097663,6.938250249742576,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017
AES,poisson_mixed,25.0,24,4,3,2,0.019246419270833332,0.0036707090678729077,0.017822265625,0.020751953125,0.8557942708333334,0.02626503502632977,0.8447265625,0.865234375,0.0369873046875,0.0040858883427840435,0.035400390625,0.0386962890625,90.12197916666669,0.4661450687185176,89.94757486979168,90.3132916666667,6.994084008826921,0.02177578075656351,6.985927418546538,7.002862854413303,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017
AES,poisson_mixed,50.0,24,4,3,2,0.020711263020833332,0.0033580511793536868,0.019449869791666668,0.022054036458333332,0.84375,0.024705294220065465,0.833984375,0.8528645833333334,0.041097005208333336,0.005222687774116809,0.039143880208333336,0.0430908203125,91.94588541666668,0.5319602322970055,91.7423671875,92.16397851562502,7.104138788640754,0.027880741088272633,7.092884408625143,7.115108016873791,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017
AES,poisson_mixed,100.0,24,4,3,2,0.028971354166666668,0.0033293747547189097,0.0277099609375,0.0302734375,0.7916666666666666,0.02572268408330039,0.7819010416666666,0.8014322916666666,0.054890950520833336,0.005999092577073182,0.052734375,0.057291666666666664,95.36687500000001,0.712600846219401,95.09475065104166,95.63984830729166,7.310548698566418,0.03484611160555377,7.29711331253452,7.324433776495092,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017,0.0,1.3877787807814457e-17,0.13797620467498017
ChaCha20,none,0.0,24,4,3,2,0.02751068376068376,0.0035678280698138547,0.026130698005698005,0.028935185185185185,0.8055555555555557,0.02717450856430417,0.7952279202279203,0.8162393162393163,0.045138888888888895,0.003396813570538023,0.04371438746438746,0.046385327635327635,80.36421875,0.35642883812063975,80.22611979166668,80.50348958333335,6.566933355830102,0.01858070172740763,6.560383519119003,6.574320499546247,0.0,1.3877787807814457e-17,0.13797620467498017,1.0,0.8620237953250198,1.0,0.0,1.3877787807814457e-17,0.13797620467498017
ChaCha20,poisson_excitatory,5.0,24,4,3,2,0.022881054131054134,0.003492855492298581,0.021501068376068373,0.024261039886039882,0.8344017094017094,0.024018065999790263,0.8244301994301995,0.844017094017094,0.04064280626780627,0.0038902766453826738,0.03908475783475784,0.04215633903133903,80.3860416666667,0.4001366812447119,80.2237643229167,80.53451171875003,6.582210732780425,0.01884025205122376,6.574821641228002,6.5894214913175855,0.0,1.3877787807814457e-17,0.13797620467498017,1.0,0.8620237953250198,1.0,0.0,1.3877787807814457e-17,0.13797620467498017
ChaCha20,poisson_excitatory,10.0,24,4,3,2,0.01954237891737892,0.004966154447829122,0.0176727207977208,0.021456552706552705,0.8547008547008547,0.035014172950031154,0.8408119658119658,0.8682336182336181,0.03814992877492878,0.005872724350543466,0.03587962962962963,0.040464743589743585,80.7089322916667,0.45711195675053395,80.52770638020837,80.8814986979167,6.616249152318169,0.02398532857608109,6.60677053705712,6.625758740279115,0.0,1.3877787807814457e-17,0.13797620467498017,1.0,0.8620237953250198,1.0,0.0,1.3877787807814457e-17,0.13797620467498017
ChaCha20,poisson_excitatory,25.0,24,4,3,2,0.023192663817663817,0.005622322393738069,0.020922364672364673,0.025284900284900286,0.8319088319088319,0.04022085236753993,0.816951566951567,0.8482905982905983,0.04674145299145299,0.008336846204290734,0.04344729344729345,0.049857549857549845,83.41520833333334,0.5524077936370997,83.1871334635417,83.61711458333333,6.824454416799999,0.034357312265808154,6.811022881208435,6.837705964762444,0.0,1.3877787807814457e-17,0.13797620467498017,1.0,0.8620237953250198,1.0,0.0,1.3877787807814457e-17,0.13797620467498017
