algorithm,experiment,condition,trial,rail,bit_index,bit_value,victor_purpura,van_rossum,l1_spike_count,l3_spike_count,unit_id,model_trial,payload_id,noise_replicate,noise_seed,noise_type,noise_rate_hz
S-DES,full_noise_campaign,es_stdp_teacher_off,2,4,2,0,56.92999999999999,5.60858244555499,78,83,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,5,2,1,93.09000000000006,7.235943124445487,132,152,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,6,3,0,103.18999999999998,7.616552508904752,154,175,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,7,3,1,41.63000000000003,4.719728810255312,56,56,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,8,4,0,30.439999999999966,4.090359027579658,40,40,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,9,4,1,118.17000000000003,8.221876739461267,170,205,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,10,5,0,93.67999999999999,7.201969856434846,140,157,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,11,5,1,49.91000000000001,5.179646749629781,70,71,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,12,6,0,48.19999999999997,5.0281914380653285,70,70,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,13,6,1,96.52000000000011,7.336703933235519,140,161,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,14,7,0,105.84000000000027,7.738585609269957,156,186,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,15,7,1,37.60999999999991,4.502878730586107,54,55,S-DES|m2|p3|r0,2,3,0,329979639,poisson_excitatory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,0,0,0,112.32000000000012,8.14660245859078,152,187,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,1,0,1,43.660000000000025,4.8988540625476285,58,59,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,2,1,0,36.52999999999998,4.417376627210906,52,52,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,3,1,1,115.46999999999986,8.272645600943335,158,195,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,4,2,0,59.34000000000017,5.803000475795107,78,86,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,5,2,1,95.23999999999998,7.453404460570383,132,155,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,6,3,0,107.78999999999995,7.870604389344892,154,182,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,7,3,1,41.04999999999995,4.707884027978775,56,56,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,8,4,0,30.01999999999999,4.034622512794367,40,40,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,9,4,1,124.3000000000001,8.517268167070755,170,213,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,10,5,0,99.58999999999989,7.535898770188758,140,165,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,11,5,1,50.51999999999982,5.2459518266205905,70,73,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,12,6,0,47.99999999999989,5.036060878330108,70,71,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,13,6,1,96.25000000000006,7.364640168796662,140,163,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,14,7,0,115.70999999999994,8.260896840552604,156,197,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,15,7,1,39.03999999999989,4.650032119835475,54,57,S-DES|m2|p3|r0,2,3,0,131431410,poisson_excitatory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,0,0,0,113.17000000000002,8.313101276499264,152,190,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,1,0,1,49.99999999999995,5.442443515378257,58,66,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,2,1,0,41.27999999999994,4.912232700536968,52,58,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,3,1,1,122.2999999999999,8.658881947799605,158,206,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,4,2,0,63.94999999999992,6.156401673840218,78,94,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,5,2,1,99.08999999999986,7.666636653824485,132,164,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,6,3,0,119.27999999999996,8.490274346400696,154,199,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,7,3,1,41.97000000000006,4.816527270562542,56,59,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,8,4,0,34.09999999999998,4.416115360505454,40,45,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,9,4,1,139.14999999999995,9.302504512000937,170,235,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,10,5,0,106.61999999999999,8.011537040029767,140,177,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,11,5,1,55.929999999999964,5.669100466341718,70,80,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,12,6,0,56.16999999999998,5.77966987352393,70,81,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,13,6,1,109.32999999999994,8.211388551689327,140,180,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,14,7,0,125.80000000000025,8.838083902351775,156,211,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,15,7,1,44.179999999999914,5.176464871655617,54,65,S-DES|m2|p3|r0,2,3,0,482968005,poisson_excitatory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,0,0,0,142.64000000000004,9.903415211783287,152,229,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,1,0,1,60.29000000000001,6.369871383085239,58,80,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,2,1,0,53.67999999999998,6.085039785813066,52,73,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,3,1,1,145.47999999999985,10.01338131860822,158,237,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,4,2,0,77.58000000000008,7.185767732708448,78,110,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,5,2,1,122.30999999999975,9.09964862104696,132,196,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,6,3,0,143.40999999999997,9.889307519201747,154,231,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,7,3,1,58.44000000000005,6.183478554083036,56,76,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,8,4,0,37.25,4.780253172604988,40,48,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,9,4,1,158.01000000000005,10.313114444058442,170,259,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,10,5,0,129.48999999999995,9.514888900218267,140,208,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,11,5,1,67.91999999999996,6.663275453286944,70,94,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,12,6,0,71.73,7.0101682292748535,70,100,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,13,6,1,129.82000000000014,9.471103951430365,140,210,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,14,7,0,148.40000000000006,10.159706526910448,156,242,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,15,7,1,53.359999999999914,6.007593076418968,54,75,S-DES|m2|p3|r0,2,3,0,1407482826,poisson_excitatory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,0,0,0,103.7400000000001,7.626937103572809,152,172,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,1,0,1,44.98000000000008,4.98471331992235,58,59,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,2,1,0,37.35999999999995,4.42198042606316,52,52,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,3,1,1,102.61999999999999,7.543012097524595,158,178,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,4,2,0,57.28000000000003,5.613677421967312,78,82,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,5,2,1,92.05999999999999,7.17361455827679,132,149,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,6,3,0,102.89,7.556314041292301,154,173,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,7,3,1,42.240000000000045,4.756943040784934,56,56,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,8,4,0,30.949999999999985,4.098427862897276,40,40,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,9,4,1,113.67999999999991,7.9755256225307445,170,200,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,10,5,0,94.19000000000008,7.183335044775262,140,155,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,11,5,1,50.840000000000046,5.239667001524552,70,71,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,12,6,0,49.11999999999998,5.0598380878994345,70,70,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,13,6,1,92.94000000000011,7.119636824051631,140,155,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,14,7,0,104.28000000000023,7.616391874410347,156,183,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,15,7,1,38.38000000000003,4.529988536341699,54,55,S-DES|m2|p3|r0,2,3,0,1062100775,poisson_inhibitory,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,0,0,0,104.5,7.656884206739549,152,172,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,1,0,1,45.360000000000134,5.025125687331155,58,59,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,2,1,0,37.54999999999999,4.442613031894591,52,52,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,3,1,1,103.20999999999984,7.566427573853678,158,178,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,4,2,0,56.92999999999991,5.5701007809857215,78,81,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,5,2,1,92.65999999999994,7.186699933532704,132,149,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,6,3,0,103.73000000000008,7.5800829007732995,154,173,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,7,3,1,42.60000000000002,4.806906929083656,56,56,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,8,4,0,31.190000000000108,4.136682108672447,40,40,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,9,4,1,114.20999999999987,7.9761420395649285,170,200,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,10,5,0,94.88000000000008,7.195951575684733,140,155,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,11,5,1,51.01999999999997,5.258700214006685,70,71,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,12,6,0,49.499999999999915,5.076257624543937,70,70,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,13,6,1,93.74000000000004,7.148164135112184,140,155,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,14,7,0,104.96000000000004,7.653374585396913,156,183,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,15,7,1,39.15999999999998,4.576132502982152,54,55,S-DES|m2|p3|r0,2,3,0,2054371670,poisson_inhibitory,10.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,0,0,0,106.41999999999999,7.697809497671096,152,172,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,1,0,1,46.750000000000036,5.154723692451349,58,59,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,2,1,0,38.51999999999999,4.524169732618208,52,52,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,3,1,1,104.77999999999997,7.605123891347184,158,178,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,4,2,0,58.48999999999994,5.673543696657014,78,82,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,5,2,1,94.45999999999991,7.248372033513318,132,149,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,6,3,0,105.22000000000004,7.625985045598422,154,173,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,7,3,1,43.48999999999999,4.871638169681158,56,56,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,8,4,0,31.909999999999894,4.224290940393731,40,40,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,9,4,1,116.63,8.077514819510538,170,201,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,10,5,0,96.24000000000011,7.247339583863063,140,155,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,11,5,1,51.40000000000008,5.2807037190557935,70,70,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,12,6,0,50.49000000000002,5.157982813644916,70,70,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,13,6,1,94.9900000000001,7.203630763141052,140,155,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,14,7,0,107.15000000000002,7.728986369520965,156,185,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,15,7,1,39.86999999999986,4.6369550500252465,54,55,S-DES|m2|p3|r0,2,3,0,1846367315,poisson_inhibitory,25.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,0,0,0,108.32000000000014,7.7293831811718725,152,172,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,1,0,1,47.65999999999998,5.28543503560381,58,58,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,2,1,0,41.17999999999992,4.7595819027387165,52,53,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,3,1,1,109.13999999999996,7.770543044939183,158,180,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,4,2,0,61.46999999999993,5.9092454770323055,78,83,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,5,2,1,97.66999999999999,7.372341539670014,132,149,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,6,3,0,110.15000000000025,7.841567821371364,154,174,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,7,3,1,45.070000000000014,5.035387962153376,56,55,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,8,4,0,33.47999999999996,4.43141681737864,40,39,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,9,4,1,123.62999999999984,8.346650266078823,170,206,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,10,5,0,98.12999999999988,7.308532757521168,140,155,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,11,5,1,55.409999999999904,5.587081955195506,70,71,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,12,6,0,52.900000000000055,5.3649608837484255,70,70,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,13,6,1,97.64999999999995,7.298289995785993,140,155,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,14,7,0,107.25000000000001,7.695341162250638,156,184,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,15,7,1,40.20999999999997,4.6608967625736435,54,54,S-DES|m2|p3|r0,2,3,0,1964093094,poisson_inhibitory,50.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,0,0,0,117.12,8.134935185797472,152,175,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,1,0,1,48.15999999999989,5.562533479140318,58,50,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,2,1,0,43.659999999999975,5.200141608977738,52,49,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,3,1,1,114.40999999999981,8.041926756399105,158,180,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,4,2,0,63.1699999999999,6.129489168052666,78,76,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,5,2,1,100.32999999999998,7.502524261153711,132,147,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,6,3,0,112.37000000000006,7.955884190085707,154,171,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,7,3,1,46.75999999999992,5.348471816157249,56,50,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,8,4,0,35.499999999999936,4.670288593219916,40,38,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,9,4,1,125.5799999999999,8.44921787896027,170,205,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,10,5,0,105.49999999999999,7.857427951466057,140,154,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,11,5,1,58.00999999999983,5.920390818071398,70,65,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,12,6,0,56.87000000000001,5.985421358514809,70,64,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,13,6,1,102.02000000000004,7.653701101317793,140,152,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,14,7,0,113.24000000000034,8.059367651154883,156,182,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,15,7,1,39.639999999999915,4.904502001547261,54,45,S-DES|m2|p3|r0,2,3,0,75526536,poisson_inhibitory,100.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,0,0,0,102.74000000000008,7.580282286398651,152,172,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,1,0,1,43.6600000000001,4.862242822596164,58,58,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,2,1,0,37.060000000000045,4.411091127557398,52,52,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,3,1,1,102.06999999999992,7.5268502850684955,158,178,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,4,2,0,56.89,5.591594932240089,78,82,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,5,2,1,91.4399999999999,7.155041137592399,132,149,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,6,3,0,102.14000000000003,7.5361791077126785,154,173,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,7,3,1,42.06000000000004,4.740551940512079,56,56,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,8,4,0,30.50999999999996,4.037093578163335,40,40,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,9,4,1,112.33999999999992,7.923378602581242,170,199,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
S-DES,full_noise_campaign,es_stdp_teacher_off,2,10,5,0,93.07000000000004,7.164176936272895,140,155,S-DES|m2|p3|r0,2,3,0,1110159099,poisson_mixed,5.0
