algorithm,experiment,condition,trial,network_seed,parameter_source,noise_type,noise_rate_hz,teacher_weight,ciphertext_bytes,simulation_wall_s,decoder_tie_fraction,victor_purpura_mean,van_rossum_mean,bit_errors,ber,ciphertext_byte_accuracy,exact_ciphertext_recovery,decryption_success,exact_plaintext_recovery,plaintext_byte_accuracy,noise_seed
S-DES,teaching_weight_sweep,teacher_assisted_then_off,8,56623098,ES+teacher training,poisson_excitatory,10.0,600.0,105,0.5366368668619543,0.02619047619047619,77.77249999999998,6.544811349094916,6,0.007142857142857143,0.9428571428571428,False,True,False,0.9428571428571428,1633329665
S-DES,teaching_weight_sweep,teacher_assisted_then_off,8,56623098,ES+teacher training,poisson_excitatory,10.0,900.0,105,0.5432501148898154,0.01904761904761905,79.44999999999997,6.661011270357594,12,0.014285714285714285,0.8952380952380953,False,True,False,0.8952380952380953,1633329665
S-DES,teaching_weight_sweep,teacher_assisted_then_off,8,56623098,ES+teacher training,poisson_excitatory,10.0,1200.0,105,0.5458114219363779,0.02976190476190476,81.67500000000004,6.794643693965803,20,0.023809523809523808,0.8285714285714285,False,True,False,0.8285714285714285,1633329665
S-DES,teaching_weight_sweep,teacher_assisted_then_off,9,1951977348,ES+teacher training,poisson_excitatory,10.0,0.0,105,0.5326549729797989,0.014285714285714285,72.75687499999997,6.270143229254401,5,0.005952380952380952,0.9523809523809523,False,True,False,0.9523809523809523,1154560514
S-DES,teaching_weight_sweep,teacher_assisted_then_off,9,1951977348,ES+teacher training,poisson_excitatory,10.0,300.0,105,0.5322333120275289,0.06190476190476191,77.71937499999993,6.530042093825458,27,0.03214285714285714,0.7904761904761904,False,True,False,0.7904761904761904,1154560514
S-DES,teaching_weight_sweep,teacher_assisted_then_off,9,1951977348,ES+teacher training,poisson_excitatory,10.0,600.0,105,0.5290033901110291,0.041666666666666664,78.98625000000001,6.6186108931831225,16,0.01904761904761905,0.8571428571428572,False,True,False,0.8571428571428572,1154560514
S-DES,teaching_weight_sweep,teacher_assisted_then_off,9,1951977348,ES+teacher training,poisson_excitatory,10.0,900.0,105,0.5295436300802976,0.02261904761904762,80.69812499999996,6.73477398881953,12,0.014285714285714285,0.8952380952380953,False,True,False,0.8952380952380953,1154560514
S-DES,teaching_weight_sweep,teacher_assisted_then_off,9,1951977348,ES+teacher training,poisson_excitatory,10.0,1200.0,105,0.5329530178569257,0.030952380952380953,82.24625,6.836585851032572,17,0.02023809523809524,0.8476190476190476,False,True,False,0.8476190476190476,1154560514
DES,teaching_weight_sweep,teacher_assisted_then_off,0,596845256,ES+teacher training,poisson_excitatory,10.0,0.0,120,0.6105478398967534,0.027083333333333334,82.50937500000003,6.7029836790708694,14,0.014583333333333334,0.8833333333333333,False,False,False,,1509783192
DES,teaching_weight_sweep,teacher_assisted_then_off,0,596845256,ES+teacher training,poisson_excitatory,10.0,300.0,120,0.6197451311163604,0.030208333333333334,84.17750000000005,6.809057939238891,19,0.019791666666666666,0.85,False,False,False,,1509783192
DES,teaching_weight_sweep,teacher_assisted_then_off,0,596845256,ES+teacher training,poisson_excitatory,10.0,600.0,120,0.6139693260192871,0.06458333333333334,88.40125,7.045664721206701,23,0.023958333333333335,0.8166666666666667,False,False,False,,1509783192
