algorithm,experiment,condition,trial,rail,bit_index,bit_value,victor_purpura,van_rossum,l1_spike_count,l3_spike_count,noise_seed,noise_type,noise_rate_hz
DES,teaching_weight_sweep,teacher_assisted_then_off,3,0,0,0,78.75000000000014,6.520550880045092,116,122,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,1,0,1,84.46,6.79666599498375,124,133,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,2,1,0,84.57000000000006,6.839888287656197,122,133,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,3,1,1,83.97999999999996,6.84146651660909,118,131,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,4,2,0,78.63000000000005,6.571102508032207,114,122,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,5,2,1,86.70999999999995,6.900951920233574,126,137,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,6,3,0,82.83000000000013,6.7185997736154315,116,124,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,7,3,1,87.81000000000019,6.928241832064351,124,134,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,8,4,0,99.77999999999972,7.606710385013362,128,154,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,9,4,1,78.5300000000002,6.55857809109709,112,118,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,10,5,0,68.82999999999981,6.132400840005381,100,108,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,11,5,1,90.79999999999991,7.064150626231465,140,153,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,12,6,0,87.69000000000013,6.955843651980483,126,139,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,13,6,1,80.87000000000026,6.715512498849502,114,126,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,14,7,0,77.62000000000005,6.514478699031734,110,117,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,15,7,1,97.47000000000014,7.3915845199905945,130,154,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,0,0,0,84.34000000000007,6.846141521233425,116,128,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,1,0,1,95.5399999999998,7.374340959929442,124,146,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,2,1,0,85.97999999999992,6.938511697482312,122,135,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,3,1,1,90.64999999999988,7.195375996240082,118,139,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,4,2,0,83.46000000000015,6.837615556418071,114,128,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,5,2,1,94.67999999999995,7.301117568004063,126,147,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,6,3,0,88.35999999999984,7.029855680166418,116,131,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,7,3,1,88.30000000000021,7.000288061997446,124,135,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,8,4,0,99.69999999999986,7.6463246759023225,128,154,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,9,4,1,78.32000000000022,6.511863473338992,112,119,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,10,5,0,75.51000000000003,6.522106014434426,100,116,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,11,5,1,100.36999999999989,7.495675247173285,140,165,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,12,6,0,86.92,6.947161373497122,126,139,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,13,6,1,85.56000000000019,6.938310356880143,114,133,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,14,7,0,76.73000000000013,6.487152338254617,110,117,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,15,7,1,99.38999999999993,7.520846448075691,130,155,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,0,0,0,89.05000000000005,7.087393491430644,116,134,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,1,0,1,96.08999999999993,7.435767732426469,124,146,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,2,1,0,90.07999999999979,7.125277559366027,122,141,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,3,1,1,90.39999999999978,7.187185627980008,118,139,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,4,2,0,85.2899999999999,6.910783419176445,114,131,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,5,2,1,95.77000000000008,7.3852646248390705,126,148,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,6,3,0,88.49999999999986,7.069083562813876,116,131,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,7,3,1,94.39000000000016,7.274770074353626,124,143,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,8,4,0,103.91000000000008,7.923946989864927,128,160,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,9,4,1,78.56000000000016,6.549048693545735,112,119,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,10,5,0,77.00999999999988,6.631079687554706,100,117,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,11,5,1,104.24000000000008,7.7168498012566245,140,168,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,12,6,0,91.86999999999988,7.183161534897229,126,146,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,13,6,1,86.23000000000005,6.988299315415727,114,133,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,14,7,0,80.15000000000008,6.697040255317995,110,122,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,15,7,1,98.79999999999998,7.514501954793099,130,155,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,0,0,0,90.19000000000003,7.161389842217117,116,135,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,1,0,1,95.90999999999995,7.443942767295122,124,146,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,2,1,0,93.05999999999987,7.277211842539997,122,144,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,3,1,1,91.53,7.278011494523653,118,140,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,4,2,0,85.41000000000005,6.9331826164172305,114,131,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,5,2,1,95.79999999999988,7.39503401381077,126,148,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,6,3,0,88.13999999999986,7.060766316043223,116,131,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,7,3,1,94.49000000000004,7.298369859114418,124,143,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,8,4,0,103.96000000000001,8.010980226876654,128,162,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,9,4,1,78.37000000000019,6.5370069341728545,112,119,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,10,5,0,77.01999999999984,6.634526118539444,100,117,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,11,5,1,104.55000000000004,7.7390384714101925,140,168,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,12,6,0,92.18999999999976,7.183813789788034,126,147,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,13,6,1,86.09999999999994,6.994146441075518,114,133,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,14,7,0,82.53999999999998,6.829500824802206,110,124,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,3,15,7,1,102.07000000000014,7.71019303330965,130,159,1813037159,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,0,0,0,79.52000000000014,6.5294824292759515,116,122,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,1,0,1,85.42000000000016,6.780199544702831,124,133,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,2,1,0,85.35999999999991,6.8644285414710495,122,134,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,3,1,1,80.56000000000009,6.639509767693046,118,127,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,4,2,0,79.76999999999991,6.580569209170504,114,123,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,5,2,1,83.95000000000027,6.729925512062722,126,133,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,6,3,0,81.56999999999987,6.620531204962406,116,122,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,7,3,1,85.87999999999997,6.780162136923859,124,131,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,8,4,0,87.61000000000008,6.9281596035818485,128,139,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,9,4,1,77.23000000000008,6.442801833924207,112,118,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,10,5,0,69.25999999999983,6.12817277741497,100,108,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,11,5,1,89.67999999999984,7.011341467893708,140,152,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,12,6,0,85.62999999999998,6.827859636920125,126,136,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,13,6,1,80.48000000000026,6.666012938377513,114,125,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,14,7,0,74.54000000000008,6.313587040158057,110,114,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,15,7,1,90.14999999999993,7.029488780292255,130,143,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,0,0,0,79.92000000000006,6.575206882838502,116,123,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,1,0,1,85.71000000000008,6.844188656138883,124,134,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,2,1,0,84.86000000000001,6.864404030691713,122,134,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,3,1,1,82.88000000000004,6.783672539936387,118,130,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,4,2,0,79.07999999999991,6.586806516251779,114,123,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,5,2,1,86.23000000000003,6.8672781407640064,126,136,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,6,3,0,81.64000000000007,6.660001251635447,116,123,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,7,3,1,86.59000000000007,6.8478383514062475,124,132,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,8,4,0,98.40999999999997,7.491048051956867,128,152,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,9,4,1,77.80999999999992,6.517180907097032,112,118,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,10,5,0,69.5599999999999,6.176376776167812,100,109,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,11,5,1,90.71000000000006,7.066646987342136,140,153,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,12,6,0,87.86999999999999,6.96073102118932,126,139,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,13,6,1,79.53000000000007,6.643150332601465,114,125,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,14,7,0,75.89000000000013,6.4116545528999636,110,116,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,15,7,1,95.99999999999997,7.311004581823006,130,152,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,0,0,0,84.26999999999995,6.826654195857505,116,128,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,1,0,1,93.14999999999996,7.2407087426624726,124,144,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,2,1,0,88.05000000000005,7.047642973379836,122,138,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,3,1,1,90.27999999999996,7.184554602560177,118,139,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,4,2,0,82.94999999999985,6.778276525094883,114,128,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,5,2,1,92.72,7.1877820911004005,126,145,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,6,3,0,89.15999999999973,7.075319405774149,116,132,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,7,3,1,86.90000000000008,6.911787689785824,124,133,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,8,4,0,98.14999999999993,7.533062410592111,128,152,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,9,4,1,78.07000000000012,6.518282339892447,112,119,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,10,5,0,74.4600000000001,6.44923604930458,100,115,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,11,5,1,101.97000000000007,7.5861830872404425,140,167,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,12,6,0,87.3100000000001,6.97513068044018,126,139,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,13,6,1,85.36000000000017,6.940391119400571,114,132,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,14,7,0,75.1700000000002,6.398973039616596,110,116,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,15,7,1,97.23999999999994,7.4078752577669915,130,153,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,0,0,0,91.40000000000022,7.20928780099012,116,136,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,1,0,1,95.93,7.4192506973483,124,146,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,2,1,0,92.85000000000004,7.269947379026381,122,144,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,3,1,1,91.72999999999988,7.274741028777312,118,140,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,4,2,0,86.63000000000008,6.98442990144031,114,132,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,5,2,1,95.34999999999994,7.360705774763256,126,147,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,6,3,0,89.37999999999997,7.121405129995784,116,132,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,7,3,1,92.74000000000008,7.1890400808264845,124,140,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,8,4,0,103.03999999999988,7.83363903667946,128,158,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,9,4,1,78.30000000000014,6.544832283106211,112,119,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,10,5,0,78.46999999999991,6.714867652298241,100,119,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,11,5,1,103.94999999999997,7.7233078340249195,140,168,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,12,6,0,95.01999999999968,7.362407472753287,126,149,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,13,6,1,87.48000000000008,7.084228557938549,114,134,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,14,7,0,78.20000000000017,6.5773599982580295,110,120,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,15,7,1,97.84000000000013,7.455137517493422,130,153,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,0,0,0,90.89000000000006,7.197904642905253,116,135,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,1,0,1,96.87999999999995,7.496656064609915,124,147,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,2,1,0,93.81000000000012,7.3392853480939015,122,145,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,3,1,1,91.69999999999982,7.276358731726931,118,140,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,4,2,0,86.70999999999998,7.0001491095131625,114,132,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,5,2,1,95.2799999999999,7.365096625163646,126,147,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,6,3,0,89.09999999999994,7.1160434127486125,116,132,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,7,3,1,93.44000000000001,7.23222496868609,124,141,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,8,4,0,103.70000000000016,7.977884644630166,128,161,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,9,4,1,79.20000000000022,6.604787381649718,112,120,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,10,5,0,78.66000000000007,6.724547790167808,100,119,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,11,5,1,104.22999999999996,7.7448626849178295,140,168,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,12,6,0,94.73999999999978,7.346769835607616,126,149,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,13,6,1,87.04000000000019,7.065727402426571,114,134,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,14,7,0,80.24999999999996,6.717231360094635,110,122,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,4,15,7,1,101.02000000000001,7.646175928068596,130,157,574635200,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,0,0,0,78.88000000000011,6.483306195750107,116,122,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,1,0,1,84.25000000000007,6.721999469766028,124,132,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,2,1,0,84.02999999999983,6.743810529067109,122,132,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,3,1,1,79.61999999999989,6.569967168357095,118,126,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,4,2,0,78.93000000000012,6.548726603554121,114,122,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,5,2,1,85.47000000000008,6.795788341999377,126,135,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,6,3,0,81.39999999999995,6.608669195420853,116,122,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,7,3,1,85.32000000000002,6.783912984315219,124,130,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,8,4,0,88.06000000000007,6.964159551434153,128,139,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,9,4,1,75.85000000000012,6.376241882646179,112,116,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,10,5,0,69.85999999999986,6.166250787048616,100,109,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,11,5,1,91.4699999999999,7.1094294769406154,140,153,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,12,6,0,88.09000000000012,7.015610813476375,126,139,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,13,6,1,78.2600000000002,6.571345983101372,114,123,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,14,7,0,73.35999999999997,6.260008714149165,110,113,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,15,7,1,87.67999999999985,6.9220383313259,130,141,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,0,0,0,78.62000000000019,6.492447541812485,116,122,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,1,0,1,84.07,6.763555321028484,124,133,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,2,1,0,85.93,6.888856716248785,122,134,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,3,1,1,83.21999999999997,6.790668415004241,118,130,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,4,2,0,79.44000000000007,6.618965763432331,114,123,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,5,2,1,86.63999999999993,6.905338478135307,126,137,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,6,3,0,81.50000000000004,6.657954529831021,116,123,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,7,3,1,85.31,6.781063758014843,124,131,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,8,4,0,98.44999999999989,7.506524061351822,128,152,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,9,4,1,76.57000000000012,6.44998199292789,112,116,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,10,5,0,70.24999999999999,6.204681968661654,100,110,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,11,5,1,93.11999999999996,7.198796556499557,140,155,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,12,6,0,90.8600000000001,7.177364114080844,126,142,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,13,6,1,79.77000000000014,6.670468479456572,114,125,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,14,7,0,76.18999999999996,6.441195584731683,110,116,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,15,7,1,95.75000000000004,7.308917154488771,130,151,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,0,0,0,82.8400000000002,6.744132475520995,116,127,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,1,0,1,94.68999999999994,7.31772033609361,124,146,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,2,1,0,88.17999999999998,7.0488852178814785,122,137,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,3,1,1,88.63999999999992,7.083861673940429,118,137,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,4,2,0,86.09999999999988,7.009023536279253,114,130,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,5,2,1,95.01000000000003,7.330965303519793,126,147,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,6,3,0,87.93999999999977,7.00635666314715,116,131,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,7,3,1,87.55999999999992,6.942214428611082,124,134,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,8,4,0,98.41999999999977,7.558327113989773,128,152,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,9,4,1,77.43000000000013,6.50018798835717,112,118,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,10,5,0,74.70000000000006,6.4682372023311805,100,115,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,11,5,1,104.10999999999999,7.702358809469455,140,169,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,12,6,0,90.2500000000002,7.202877634142705,126,142,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,13,6,1,85.08000000000007,6.933855146923787,114,132,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,14,7,0,75.1000000000002,6.393822518893458,110,116,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,15,7,1,95.92,7.337196688316135,130,151,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,0,0,0,87.97999999999989,7.025430755029043,116,133,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,1,0,1,95.2599999999999,7.373191517424325,124,146,130788549,poisson_excitatory,10.0
DES,teaching_weight_sweep,teacher_assisted_then_off,5,2,1,0,92.36999999999978,7.220162917551467,122,143,130788549,poisson_excitatory,10.0
